example_id,coverage,target_words,strategy,variant,actual_coverage,comprehensiveness,sufficiency,total_words
2525,0.1,1,sum,none,1.0,0.0,0.0,5
2525,0.1,1,mean,none,1.0,0.0,0.0,5
2525,0.1,1,max,none,1.0,0.0,0.0,5
2525,0.1,1,hierarchical,trimming,1.0,0.0,0.0,5
2525,0.2,1,sum,none,1.0,0.0,0.0,5
2525,0.2,1,mean,none,1.0,0.0,0.0,5
2525,0.2,1,max,none,1.0,0.0,0.0,5
2525,0.2,1,hierarchical,trimming,1.0,0.0,0.0,5
2525,0.3,2,sum,none,1.0,0.0,0.0,5
2525,0.3,2,mean,none,1.0,0.0,0.0,5
2525,0.3,2,max,none,1.0,0.0,0.0,5
2525,0.3,2,hierarchical,trimming,1.0,0.0,0.0,5
2922,0.1,2,sum,none,1.0,0.0,0.0,14
2922,0.1,2,mean,none,1.0,0.0,0.0,14
2922,0.1,2,max,none,1.0,0.0,0.0,14
2922,0.1,2,hierarchical,trimming,1.0,0.0,0.0,14
2922,0.2,3,sum,none,1.0,0.0,0.0,14
2922,0.2,3,mean,none,1.0,0.0,0.0,14
2922,0.2,3,max,none,1.0,0.0,0.0,14
2922,0.2,3,hierarchical,trimming,1.0,0.0,0.0,14
2922,0.3,5,sum,none,1.0,0.0,0.0,14
2922,0.3,5,mean,none,1.0,0.0,0.0,14
2922,0.3,5,max,none,1.0,0.0,0.0,14
2922,0.3,5,hierarchical,trimming,1.0,0.0,0.0,14
889,0.1,1,sum,none,1.0,0.0,0.0,7
889,0.1,1,mean,none,1.0,0.0,0.0,7
889,0.1,1,max,none,1.0,0.0,0.0,7
889,0.1,1,hierarchical,trimming,1.0,0.0,0.0,7
889,0.2,2,sum,none,1.0,0.0,0.0,7
889,0.2,2,mean,none,1.0,0.0,0.0,7
889,0.2,2,max,none,1.0,0.0,0.0,7
889,0.2,2,hierarchical,trimming,1.0,0.0,0.0,7
889,0.3,3,sum,none,1.0,0.0,0.0,7
889,0.3,3,mean,none,1.0,0.0,0.0,7
889,0.3,3,max,none,1.0,0.0,0.0,7
889,0.3,3,hierarchical,trimming,1.0,0.0,0.0,7
657,0.1,17,sum,none,0.7647058823529411,0.0,0.0,170
657,0.1,17,mean,none,0.7647058823529411,0.0,0.0,170
657,0.1,17,max,none,0.7647058823529411,0.0,0.0,170
657,0.1,17,hierarchical,trimming,0.7647058823529411,0.0,0.0,170
657,0.2,34,sum,none,0.38235294117647056,0.0,0.0,170
657,0.2,34,mean,none,0.38235294117647056,0.0,0.0,170
657,0.2,34,max,none,0.38235294117647056,0.0,0.0,170
657,0.2,34,hierarchical,trimming,0.38235294117647056,0.0,0.0,170
657,0.3,51,sum,none,0.2549019607843137,0.0,0.0,170
657,0.3,51,mean,none,0.2549019607843137,0.0,0.0,170
657,0.3,51,max,none,0.2549019607843137,0.0,0.0,170
657,0.3,51,hierarchical,trimming,0.2549019607843137,0.0,0.0,170
3282,0.1,1,sum,none,1.0,0.0,0.0,8
3282,0.1,1,mean,none,1.0,0.0,0.0,8
3282,0.1,1,max,none,1.0,0.0,0.0,8
3282,0.1,1,hierarchical,trimming,1.0,0.0,0.0,8
3282,0.2,2,sum,none,1.0,0.0,0.0,8
3282,0.2,2,mean,none,1.0,0.0,0.0,8
3282,0.2,2,max,none,1.0,0.0,0.0,8
3282,0.2,2,hierarchical,trimming,1.0,0.0,0.0,8
3282,0.3,3,sum,none,1.0,0.0,0.0,8
3282,0.3,3,mean,none,1.0,0.0,0.0,8
3282,0.3,3,max,none,1.0,0.0,0.0,8
3282,0.3,3,hierarchical,trimming,1.0,0.0,0.0,8
838,0.1,5,sum,none,1.0,0.0,0.0,44
838,0.1,5,mean,none,1.0,0.0,0.0,44
838,0.1,5,max,none,1.0,0.0,0.0,44
838,0.1,5,hierarchical,trimming,1.0,0.0,0.0,44
838,0.2,9,sum,none,0.8888888888888888,0.0,0.0,44
